,backnumber,player_id,team_id,position,birthday,profile,school
13,15,김진욱,롯데,투수,7/5/2002,"185cm, 90kg",수원신곡초-춘천중-강릉고
14,107,김태균,롯데,투수,7/31/2006,"191cm, 97kg",(동래구리틀)-부산대신중-경남고
15,66,김태현,롯데,투수,11/16/2005,"185cm, 87kg",광주서림초-광주진흥중-광주제일고
16,101,김현우,롯데,투수,3/18/2006,"183cm, 90kg",수지초(분당로열스리틀)-여강중-야탑고
17,43,나균안,롯데,투수,3/16/1998,"186cm, 109kg",무학초-창원신월중-용마고
18,51,나승엽,롯데,내야수,2/15/2002,"190cm, 82kg",남정초-선린중-덕수고-롯데-상무
19,52,노진혁,롯데,내야수,7/15/1989,"184cm, 80kg",광주대성초-광주동성중-광주동성고-성균관대-NC-상무-NC
0,36,데이비슨,롯데,투수,3/25/1996,"188cm, 97kg",미국 Midland(대)
1,29,레이예스,롯데,외야수,10/5/1994,"196cm, 87kg",베네수엘라 Dr Felipe Guevara(고)
2,109,박건우,롯데,포수,2/1/2003,"183cm, 92kg",서울성동초-건대부중-장충고-고려대
3,117,박로건,롯데,투수,8/27/2001,"186cm, 88kg",군산중앙초-청원중-전주고
4,21,박세웅,롯데,투수,11/30/1995,"182cm, 85kg",대구경운초-경운중-경북고-KT
5,68,박세현,롯데,투수,1/21/2006,"183cm, 88kg",중화초(중랑구리틀)-상명중-배명고
6,53,박승욱,롯데,내야수,12/4/1992,"184cm, 83kg",칠성초-경복중-대구상원고-SK-KT
7,25,박시영,롯데,투수,3/10/1989,"181cm, 92kg",축현초-인천신흥중-제물포고-(영남사이버대)-롯데-KT
8,120,박영완,롯데,투수,7/22/2000,"183cm, 85kg",양덕초-마산동중-대구고
9,63,박재엽,롯데,포수,1/23/2006,"184cm, 92kg",부산대연초-개성중-부산고
10,58,박준우,롯데,투수,5/27/2005,"190cm, 94kg",상동초(부천시리틀)-부천중-유신고
11,108,박지훈,롯데,내야수,5/14/2002,"176cm, 75kg",서흥초-동산중-동산고-송원대
12,44,박진,롯데,투수,4/2/1999,"182cm, 106kg",부산대연초-부산중-부산고
13,40,박진형,롯데,투수,6/10/1994,"181cm, 77kg",영랑초-경포중-강릉고
14,28,반즈,롯데,투수,10/1/1995,"189cm, 91kg",미국 Clemson(대)
15,122,배세종,롯데,투수,12/1/2001,"190cm, 108kg",부림초(안양시리틀)-충암중-충암고-동아대
16,62,백두산,롯데,포수,5/20/2001,"180cm, 95kg",부산수영초-대천중-개성고-동의대
17,35,서동욱,롯데,포수,3/24/2000,"175cm, 88kg",순천남산초-순천이수중-순천효천고BC-홍익대
18,6,손성빈,롯데,포수,1/14/2002,"186cm, 92kg",희망대초-경기신흥중-장안고-롯데-상무
19,33,손호영,롯데,내야수,8/23/1994,"182cm, 88kg",의왕부곡초-평촌중-충훈고-LG
0,59,송재영,롯데,투수,6/20/2002,"181cm, 84kg",수원잠원초(수원영통구리틀)-매향중-라온고-롯데-상무
1,12,신병률,롯데,투수,1/30/1996,"175cm, 82kg",둔촌초-잠신중-휘문고-단국대-KT
2,3,신윤후,롯데,내야수,1/5/1996,"177cm, 77kg",무학초-마산중-마산고-동의대
3,23,심재민,롯데,투수,2/18/1994,"182cm, 92kg",장유초(김해엔젤스리틀)-개성중-개성고-(전남과학대)-KT
4,123,엄장윤,롯데,포수,10/7/2003,"179cm, 78kg",사직초(부산동래구리틀)-사직중-부경고
5,114,오창현,롯데,외야수,5/21/2002,"165cm, 65kg",자운초(노원구리틀)-자양중-신일고-중앙대
6,27,유강남,롯데,포수,7/15/1992,"182cm, 88kg",청원초-휘문중-서울고-LG-상무-LG
7,112,유태웅,롯데,내야수,3/13/2002,"175cm, 77kg",서울효제초-서울홍은중-성남고-동의대
8,91,윤동희,롯데,외야수,9/18/2003,"187cm, 85kg",현산초-대원중-야탑고
9,55,윤성빈,롯데,투수,2/26/1999,"197cm, 90kg",동일중앙초-경남중-부산고
10,37,이민석,롯데,투수,12/10/2003,"189cm, 95kg",부산수영초-대천중-개성고
11,45,이병준,롯데,투수,5/28/2002,"185cm, 95kg",부산청동초(영도구리틀)-경남중-개성고
12,113,이상화,롯데,외야수,3/25/2002,"181cm, 87kg",포항대해초-포항제철중-포항제철고-강릉영동대
13,47,이승헌,롯데,투수,12/19/1998,"196cm, 97kg",무학초-마산동중-용마고
14,103,이영재,롯데,투수,10/20/2006,"180cm, 71kg",(의정부유소년야구단)-신흥중-신흥고
15,54,이인한,롯데,외야수,12/24/1998,"183cm, 95kg",광주대성초-심석중-강릉고-강릉영동대
16,48,이정훈,롯데,외야수,12/7/1994,"185cm, 90kg",교문초-배재중-휘문고-경희대-KIA-상무-KIA
17,116,이주찬,롯데,내야수,9/21/1998,"181cm, 86kg",송수초(해운대리틀)-센텀중-경남고-동의대
18,111,이태경,롯데,내야수,11/24/2002,"176cm, 77kg",광주송정초-무등중-광주제일고-한일장신대
19,30,이호준,롯데,내야수,3/20/2004,"172cm, 72kg",대구옥산초-대구경운중-대구상원고
0,7,장두성,롯데,외야수,9/16/1999,"176cm, 75kg",축현초-재능중-동산고
1,61,전미르,롯데,투수,8/15/2005,"187cm, 100kg",본리초-협성경복중-경북고
2,13,전민재,롯데,내야수,6/30/1999,"181cm, 73kg",천안남산초-천안북중-대전고-두산
3,8,전준우,롯데,외야수,2/25/1986,"184cm, 98kg",흥무초-경주중-경주고-건국대-롯데-경찰
4,42,정보근,롯데,포수,8/31/1999,"175cm, 94kg",부산수영초-경남중-경남고
5,115,정선우,롯데,투수,6/12/2002,"173cm, 80kg",관동초(김해시리틀)-개성중-마산고-동아대
6,18,정성종,롯데,투수,11/16/1995,"181cm, 93kg",광주서석초-무등중-광주제일고-인하대-롯데-상무
7,46,정우준,롯데,투수,3/17/2000,"180cm, 82kg",태랑초(남양주리틀)-청원중-서울고-강릉영동대-롯데-상무
8,65,정철원,롯데,투수,3/27/1999,"192cm, 95kg",역북초-송전중-안산공고-두산
9,57,정현수,롯데,투수,5/10/2001,"180cm, 84kg",부산대연초-부산중-부산고-송원대
10,9,정훈,롯데,내야수,7/18/1987,"180cm, 85kg",양덕초-마산동중-용마고
11,5,조세진,롯데,외야수,11/21/2003,"181cm, 86kg",장안초(성남중원구리틀)-선린중-서울고-롯데-상무
12,104,조영우,롯데,투수,5/15/2006,"182cm, 82kg",인천서림초-인천동산중-인천고
13,26,진승현,롯데,투수,9/5/2003,"184cm, 108kg",본리초-대구협성경복중-경북고
14,31,진해수,롯데,투수,6/26/1986,"187cm, 85kg",동삼초-경남중-부경고-KIA-상무-KIA-SK-LG
15,105,최민규,롯데,내야수,2/23/2004,"173cm, 74kg",광주수창초-광주충장중-광주제일고-부산과학기술대
16,49,최이준,롯데,투수,4/10/1999,"182cm, 90kg",서울이수초-대치중-장충고-KT
17,56,최준용,롯데,투수,10/10/2001,"185cm, 85kg",부산수영초-대천중-경남고
18,14,최항,롯데,내야수,1/3/1994,"183cm, 88kg",대일초-매송중-유신고-SK-SSG
19,118,하혜성,롯데,투수,6/9/2003,"191cm, 85kg",서울도곡초-언북중-덕수고
0,106,한승현,롯데,외야수,10/29/2006,"183cm, 80kg",신양초(서울강동구리틀)-건대부중-장충고
1,60,한태양,롯데,내야수,9/15/2003,"181cm, 76kg",역삼초-언북중-덕수고-롯데-상무
2,1,한현희,롯데,투수,6/25/1993,"182cm, 98kg",동삼초-경남중-경남고-히어로즈-키움
3,17,현도훈,롯데,투수,1/13/1993,"188cm, 95kg",풍양초(남양주리틀)-경기신일중-일본 교토고쿠사이고-일본 큐슈교리츠대-두
4,38,홍민기,롯데,투수,7/20/2001,"185cm, 85kg",법동초-한밭중-대전고
5,0,황성빈,롯데,외야수,12/19/1997,"172cm, 76kg",관산초-안산중앙중-소래고-경남대
0,17,권광민,한화,내야수,12/12/1997,"189cm, 102kg",서울청구초-홍은중-장충고
1,64,권민규,한화,투수,5/13/2006,"188cm, 90kg",석교초-세광중-세광고
2,56,김건,한화,내야수,2/23/2000,"183cm, 79kg",양정초-개성중-경남고
3,60,김규연,한화,투수,8/23/2002,"183cm, 91kg",동수원초(수원영통구리틀)-매향중-공주고
4,15,김기중,한화,투수,11/16/2002,"186cm, 96kg",의왕부곡초-매송중-유신고
5,62,김도빈,한화,투수,1/5/2001,"190cm, 95kg",서화초-경기신흥중-성지고-강릉영동대
6,53,김민우,한화,투수,7/25/1995,"186cm, 123kg",사파초-마산중-용마고
7,47,김범수,한화,투수,10/3/1995,"181cm, 92kg",온양온천초-온양중-북일고
8,49,김범준,한화,투수,9/30/2000,"175cm, 79kg",서울도곡초-글로벌선진중-충암고
9,44,김서현,한화,투수,5/31/2004,"188cm, 86kg",효제초-자양중-서울고
10,14,김승일,한화,투수,7/7/2001,"183cm, 85kg",해강초(해운대리틀)-센텀중-경남고
11,37,김인환,한화,내야수,1/28/1994,"186cm, 100kg",화순초-화순중-화순고-성균관대
12,38,김종수,한화,투수,6/3/1994,"180cm, 88kg",성동초-덕수중-울산공고
13,25,김태연,한화,외야수,6/10/1997,"178cm, 96kg",서울청구초-덕수중-야탑고
14,8,노시환,한화,내야수,12/3/2000,"185cm, 105kg",부산수영초-경남중-경남고
15,99,류현진,한화,투수,3/25/1987,"190cm, 113kg",창영초-동산중-동산고-(대전대)-한화-LA다저스-토론토
16,1,문동주,한화,투수,12/23/2003,"188cm, 97kg",광주화정초-무등중-진흥고
17,96,문승진,한화,투수,4/2/2002,"185cm, 91kg",서울청구초-홍은중-서울고
18,51,문현빈,한화,내야수,4/20/2004,"174cm, 82kg",대전유천초-온양중-북일고
19,111,박부성,한화,투수,1/17/2000,"185cm, 85kg",마포초(용산구리틀)-선린중-배명고-동의대
0,42,박상언,한화,포수,3/3/1997,"185cm, 90kg",무원초-영남중-유신고-한화-상무
1,58,박상원,한화,투수,9/9/1994,"187cm, 98kg",백운초-서울이수중-휘문고-연세대
2,105,박상현,한화,투수,1/6/2005,"184cm, 83kg",슬기초(안산리틀)-안산중-안산공고
3,63,박성웅,한화,투수,8/20/1999,"178cm, 109kg",광주서석초-충장중-광주제일고
4,61,배동현,한화,투수,3/16/1998,"183cm, 83kg",판곡초(양평리틀)-언북중-경기고-한일장신대-한화-상무
5,45,배민서,한화,투수,11/18/1999,"184cm, 90kg",대구수창초-경운중-대구상원고-NC-상무-NC
6,98,배승수,한화,내야수,5/15/2006,"184cm, 73kg",가동초-자양중-덕수고
7,57,성지훈,한화,투수,1/29/2000,"181cm, 68kg",송정동초-무등중-광주제일고-동아대
8,54,송호정,한화,내야수,3/10/2002,"185cm, 78kg",수유초-자양중-서울고
9,69,신우재,한화,내야수,11/16/1997,"183cm, 97kg",인천숭의초-자양중-세광고-인천재능대
10,2,심우준,한화,내야수,4/28/1995,"183cm, 75kg",송정동초-언북중-경기고-(영남사이버대)-KT-상무-KT
11,39,안진,한화,포수,11/26/2002,"183cm, 90kg",인헌초-영남중-경기상고
12,3,안치홍,한화,내야수,7/2/1990,"178cm, 97kg",구지초(구리리틀)-대치중-서울고-KIA-경찰-KIA-롯데
13,11,엄상백,한화,투수,10/4/1996,"187cm, 72kg",역삼초-언북중-덕수고-KT-상무-KT
14,107,엄상현,한화,투수,7/6/2004,"175cm, 80kg",중대초(의정부리틀)-건대부중-장충고-홍익대(얼리 드래프트)
15,108,엄요셉,한화,투수,5/29/2006,"190cm, 94kg",오산광성초(오산시리틀)-성일중-구리인창고
16,55,와이스,한화,투수,12/10/1996,"193cm, 100kg",미국 Wright State(대)
17,48,원종혁,한화,투수,8/27/2005,"184cm, 92kg",서울도곡초-휘문중-구리인창고
18,33,유로결,한화,외야수,5/30/2000,"186cm, 83kg",광주서림초-광주동성중-광주제일고
19,97,유민,한화,외야수,1/20/2003,"187cm, 92kg",역삼초-대치중-배명고
0,5,윤대경,한화,투수,4/9/1994,"179cm, 81kg",인천서림초-동인천중-인천고-삼성
1,100,이기창,한화,투수,4/21/2005,"184cm, 88kg",새빛초(수원영통구리틀)-매향중-유신고
2,7,이도윤,한화,내야수,10/7/1996,"175cm, 79kg",고명초-배재중-북일고
3,104,이동영,한화,투수,4/9/2006,"185cm, 85kg",남도초-경상중-대구상원고
4,27,이민우,한화,투수,2/9/1993,"185cm, 104kg",순천북초-순천이수중-효천고-경성대-KIA
5,110,이민재,한화,외야수,3/7/2004,"184cm, 80kg",호동초(안산리틀)-안산중-비봉고-동원과학기술대
6,18,이상규,한화,투수,10/20/1996,"185cm, 77kg",흥인초-청원중-청원고-LG
7,9,이상혁,한화,외야수,9/14/2001,"174cm, 65kg",수원영화초(군포시리틀)-수원북중-장안고-강릉영동대
8,93,이성민,한화,투수,9/28/2002,"191cm, 92kg",남부민초-부산중-부경고
9,112,이승현,한화,내야수,7/23/2002,"172cm, 77kg",상인초(원미구리틀)-부천중-포항제철고-성균관대
10,50,이원석,한화,외야수,3/31/1999,"177cm, 69kg",화곡초-충암중-충암고
11,20,이재원,한화,포수,2/24/1988,"185cm, 98kg",인천숭의초-상인천중-인천고-SK-상무-SK-SSG
12,106,이지성,한화,내야수,11/29/2005,"180cm, 78kg",세류초(장안구리틀)-개군중-라온고
13,10,이진영,한화,외야수,7/21/1997,"183cm, 89kg",둔촌초-선린중-선린인터넷고-KIA-경찰-KIA
14,19,이충호,한화,투수,9/20/1994,"182cm, 82kg",인헌초-선린중-충암고
15,46,이태양,한화,투수,7/3/1990,"192cm, 97kg",여수서초-여수중-효천고-한화-SK-SSG
16,24,임종찬,한화,외야수,9/28/2001,"184cm, 85kg",청주우암초-청주중-북일고
17,32,장규현,한화,포수,6/28/2002,"183cm, 96kg",인성초(미추홀구리틀)-동인천중-인천고-한화-상무
18,36,장민재,한화,투수,3/19/1990,"184cm, 106kg",광주화정초-무등중-광주제일고
19,28,장시환,한화,투수,11/1/1987,"184cm, 97kg",태안초-태안중-북일고-현대-히어로즈-상무-히어로즈-KT-롯데
0,40,장지수,한화,투수,5/25/2000,"179cm, 80kg",사당초-강남중-성남고-KIA-상무-KIA
1,65,정민규,한화,내야수,1/10/2003,"183cm, 93kg",광일초(부산서구리틀)-경남중-부산고-한화-상무
2,103,정안석,한화,외야수,1/26/2005,"183cm, 78kg",염동초(강서구리틀)-서울신월중-휘문고
3,43,정우주,한화,투수,11/7/2006,"184cm, 88kg",서울구남초(남양주리틀)-건대부중-전주고
4,31,정이황,한화,투수,3/7/2000,"190cm, 89kg",부산수영초-경남중-부산고
5,68,조동욱,한화,투수,11/2/2004,"190cm, 82kg",소래초-영남중-장충고
6,4,조한민,한화,내야수,10/20/2000,"182cm, 77kg",군산중앙초-군산중-대전고-한화-상무
7,66,주현상,한화,투수,8/10/1992,"177cm, 92kg",청주우암초-청주중-청주고-동아대
8,22,채은성,한화,내야수,2/6/1990,"186cm, 92kg",순천북초-순천이수중-효천고-LG
9,41,최인호,한화,외야수,1/30/2000,"178cm, 82kg",송정동초-광주동성중-포항제철고-한화-상무
10,13,최재훈,한화,포수,8/27/1989,"178cm, 94kg",화곡초-덕수중-덕수고-(방송통신대)-두산-경찰-두산
11,109,최주원,한화,투수,1/11/2006,"185cm, 85kg",경기안성초(안성시리틀)-평택청담중-북일고
12,94,최준서,한화,외야수,6/29/2000,"182cm, 77kg",인천숭의초-율곡중-율곡고-동국대
13,30,폰세,한화,투수,4/25/1994,"198cm, 115kg",미국 California State(대)
14,34,플로리얼,한화,외야수,11/25/1997,"185cm, 88kg",도미니카
15,16,하주석,한화,내야수,2/25/1994,"185cm, 92kg",강남초-덕수중-신일고-한화-상무
16,6,한경빈,한화,내야수,12/11/1998,"178cm, 69kg",인천서림초-상인천중-동산고-인천재능대
17,102,한서구,한화,투수,12/4/2003,"191cm, 98kg",석교초-세광중-대전고
18,26,한승혁,한화,투수,1/3/1993,"185cm, 100kg",도신초-강남중-덕수고-(남부대)-KIA
19,67,한지윤,한화,포수,4/10/2006,"188cm, 98kg",가동초-휘문중-경기상고
0,12,허관회,한화,포수,2/12/1999,"176cm, 93kg",경동초(의정부리틀)-건대부중-경기고
1,59,허인서,한화,포수,7/11/2003,"182cm, 93kg",순천북초-여수중-효천고-한화-상무
2,95,황영묵,한화,내야수,10/16/1999,"177cm, 80kg",수진초-성일중-충훈고
3,29,황준서,한화,투수,8/22/2005,"185cm, 78kg",면일초(중랑구리틀)-상명중-장충고
0,100,강태경,NC,투수,7/26/2001,"188cm, 95kg",양덕초-잠실중-배명고
1,101,고승완,NC,외야수,3/15/2001,"178cm, 81kg",광주대성초-무등중-광주동성고-연세대
2,36,권희동,NC,외야수,12/30/1990,"177cm, 85kg",동천초-경주중-경주고-경남대-NC-상무
3,102,김녹원,NC,투수,5/17/2003,"182cm, 88kg",학강초-무등중-광주제일고
4,103,김동현,NC,포수,8/30/2002,"180cm, 88kg",부산대연초-사직중-부산공고-성균관대
5,63,김민규,NC,투수,9/7/2001,"183cm, 84kg",광주서석초-진흥중-광주동성고-경성대
6,104,김민균,NC,투수,1/18/2005,"188cm, 88kg",가동초-자양중-경기고
7,66,김범준,NC,외야수,4/20/2000,"183cm, 90kg",울산대현초-제일중-대구고
8,38,김성욱,NC,외야수,5/1/1993,"181cm, 83kg",광주서림초-충장중-진흥고-NC-상무
9,9,김세훈,NC,내야수,4/4/2005,"174cm, 77kg",매호초(경산시리틀)-경운중-경북고
10,21,김시훈,NC,투수,2/24/1999,"188cm, 95kg",양덕초-마산동중-마산고
11,17,김영규,NC,투수,2/10/2000,"188cm, 86kg",광주서석초-무등중-광주제일고
12,32,김재열,NC,투수,1/2/1996,"183cm, 97kg",양정초-개성중-부산고-KIA
13,105,김정호,NC,포수,7/13/1998,"172cm, 84kg",대구옥산초-경복중-포항제철고-성균관대
14,7,김주원,NC,내야수,7/30/2002,"185cm, 83kg",삼일초(군포시리틀)-안산중앙중-유신고
15,106,김준원,NC,투수,5/31/2005,"190cm, 82kg",칠성초-대구중-경북고
16,107,김진우,NC,투수,10/28/2002,"176cm, 77kg",진북초-전라중-군산상고-NC
17,54,김진호,NC,투수,6/7/1998,"183cm, 90kg",의왕부곡초-성일중-광주동성고-NC-경찰
18,11,김태경,NC,투수,4/7/2001,"188cm, 98kg",김해삼성초-내동중-용마고-NC-상무
19,15,김태현,NC,투수,3/21/1998,"188cm, 95kg",김해삼성초-내동중-김해고-NC-경찰
0,109,김태호,NC,포수,2/15/2001,"178cm, 93kg",신도초(해운대리틀)-센텀중-부산정보고-동아대
1,95,김태훈,NC,투수,10/26/2006,"188cm, 88kg",(부평구리틀)-동인천중-소래고
2,68,김한별,NC,내야수,1/18/2001,"177cm, 85kg",효제초-선린중-배재고
3,25,김형준,NC,포수,11/2/1999,"187cm, 98kg",가동초-세광중-세광고-NC-상무
4,19,김휘건,NC,투수,8/27/2005,"191cm, 105kg",소양초-춘천중-휘문고
5,44,김휘집,NC,내야수,1/1/2002,"180cm, 92kg",양목초(히어로즈리틀)-대치중-신일고-키움
6,110,노재원,NC,투수,7/26/2001,"179cm, 93kg",중대초-배명중-배명고
7,24,데이비슨,NC,내야수,3/26/1991,"190cm, 104kg",미국 Yucaipa(고)
8,16,도태훈,NC,내야수,3/18/1993,"184cm, 85kg",양정초-개성중-부산고-동의대-NC-상무
9,3,라일리,NC,투수,7/9/1996,"190cm, 100kg",미국 Louisville(대)
10,12,로건,NC,투수,5/23/1997,"186cm, 105kg",미국
11,41,류진욱,NC,투수,10/10/1996,"189cm, 88kg",양정초-개성중-부산고
12,20,목지훈,NC,투수,5/11/2004,"181cm, 83kg",효제초-청량중-신일고
13,37,박건우,NC,외야수,9/8/1990,"184cm, 80kg",역삼초-서울이수중-서울고-두산-경찰-두산
14,111,박동수,NC,투수,5/24/1999,"178cm, 86kg",서울학동초-서울경원중-덕수고-고려대-NC-상무
15,2,박민우,NC,내야수,2/6/1993,"185cm, 80kg",마포초(용산구리틀)-선린중-휘문고
16,10,박세혁,NC,포수,1/9/1990,"181cm, 86kg",수유초-신일중-신일고-고려대-두산-상무-두산
17,53,박시원,NC,외야수,5/30/2001,"185cm, 85kg",광주서림초-광주동성중-광주제일고
18,39,박영빈,NC,외야수,7/16/1997,"182cm, 88kg",호원초(의정부리틀)-청량중-충암고-경희대
19,112,박인우,NC,내야수,12/14/2001,"177cm, 80kg",배봉초(군포시리틀)-청량중-배명고-용인예술과학대
0,113,박주찬,NC,내야수,1/11/1996,"178cm, 84kg",동막초-경포중-강릉고-동아대
1,67,박주현,NC,투수,8/3/1999,"184cm, 85kg",철산초(광명리틀)-영동중-충암고-KT
2,114,박지한,NC,투수,10/21/2000,"185cm, 90kg",동일중앙초-부산중-개성고
3,60,박한결,NC,외야수,4/26/2004,"181cm, 90kg",본리초-경복중-경북고
4,61,배재환,NC,투수,2/24/1995,"186cm, 95kg",가동초-잠신중-서울고-NC-상무
5,115,서동욱,NC,투수,2/26/2004,"177cm, 80kg",신천초(송파구리틀)-대치중-신일고
6,58,서의태,NC,투수,9/5/1997,"194cm, 115kg",묵동초(남양주리틀)-청량중-경기고-KT-히어로즈-키움
7,116,서준교,NC,내야수,5/23/2003,"181cm, 83kg",거제제산초(거제리틀)-외포중-김해고
8,5,서호철,NC,내야수,10/16/1996,"179cm, 85kg",순천남산초-순천이수중-효천고-동의대-NC-상무
9,50,소이현,NC,투수,2/9/1999,"185cm, 93kg",서울이수초-서울이수중-서울디자인고
10,31,손아섭,NC,외야수,3/18/1988,"174cm, 84kg",양정초-개성중-부산고-롯데
11,46,손주환,NC,투수,1/5/2002,"177cm, 85kg",영천초-신정중-물금고-동아대
12,8,송승환,NC,외야수,10/28/2000,"183cm, 93kg",신기초(금천구리틀)-양천중-서울고-두산
13,117,신민우,NC,포수,8/13/2006,"181cm, 88kg",김해우암초(김해시리틀)-경남내동중-마산고
14,18,신민혁,NC,투수,2/4/1999,"184cm, 95kg",염강초(강서구리틀)-매향중-야탑고
15,118,신성호,NC,내야수,9/28/2003,"178cm, 76kg",김해삼성초-내동중-마산고
16,43,신영우,NC,투수,4/21/2004,"182cm, 84kg",센텀초-센텀중-경남고
17,42,신용석,NC,포수,10/11/2003,"181cm, 91kg",양덕초-마산동중-마산고
18,119,안인산,NC,내야수,2/27/2001,"181cm, 95kg",군포오금초(안양시리틀)-평촌중-야탑고
19,1,안중열,NC,포수,9/1/1995,"176cm, 87kg",가야초-개성중-부산고-(영남사이버대)-KT-롯데-상무-롯데
0,120,양가온솔,NC,외야수,2/24/2006,"182cm, 79kg",진북초-전라중-인상고
1,34,오영수,NC,내야수,1/30/2000,"178cm, 93kg",사파초-창원신월중-용마고-NC-상무
2,56,원종해,NC,투수,4/9/2005,"183cm, 83kg",길동초-건대부중-장충고
3,125,유재현,NC,내야수,10/17/2005,"182cm, 76kg",길동초-홍은중-경기상고
4,97,이세민,NC,투수,8/8/2005,"187cm, 100kg",칠성초-경복중-상원고
5,45,이용찬,NC,투수,1/2/1989,"185cm, 85kg",신원초-양천중-장충고-두산-상무-두산
6,51,이재학,NC,투수,10/4/1990,"181cm, 84kg",대구옥산초-경복중-대구고-두산
7,121,이준혁,NC,투수,6/30/2003,"184cm, 87kg",용인포곡초(처인구리틀)-성일중-율곡고-NC
8,122,이한,NC,내야수,8/25/2003,"181cm, 83kg",안산해양초(안산리틀)-수원북중-유신고-NC
9,28,임상현,NC,투수,7/16/2005,"184cm, 89kg",김천신일초(김천시리틀)-상원중-대구상원고
10,13,임정호,NC,투수,4/16/1990,"188cm, 90kg",성동초-잠신중-신일고-성균관대-NC-상무
11,123,임지민,NC,투수,10/11/2003,"185cm, 82kg",가평목동초(가평리틀)-춘천중-강원고
12,124,임형원,NC,투수,9/15/2001,"183cm, 73kg",시흥계수초(소사리틀)-동산중-인천고
13,93,장창훈,NC,내야수,5/22/2000,"176cm, 70kg",강남초-개군중-설악고-강릉영동대
14,47,전루건,NC,투수,6/9/2000,"185cm, 80kg",도신초-충암중-부천고-두산
15,57,전사민,NC,투수,7/6/1999,"194cm, 85kg",연서초(부산동래구리틀)-대신중-부산정보고-NC-상무
16,126,정현창,NC,내야수,7/14/2006,"177cm, 70kg",김해부곡초-부산토현중-부산공고
17,127,조창연,NC,외야수,4/7/2006,"185cm, 90kg",천안남산초-장충중-장충고
18,128,조현민,NC,내야수,3/23/2005,"181cm, 83kg",정수초(성북구리틀)-서울이수중-충암고
19,129,조효원,NC,내야수,3/10/1999,"180cm, 87kg",공주중동초-온양중-공주고-원광대
0,23,천재환,NC,외야수,4/1/1994,"181cm, 83kg",대전신흥초-공주중-화순고-고려대
1,130,최보성,NC,내야수,10/16/1998,"181cm, 88kg",진해장복초(진해리틀)-외포중-개성고
2,26,최성영,NC,투수,4/28/1997,"180cm, 85kg",영랑초-설악중-설악고-NC-상무
3,48,최우석,NC,투수,3/31/2005,"190cm, 90kg",서흥초-동인천중-비봉고
4,131,최윤혁,NC,투수,1/7/2004,"185cm, 93kg",강릉율곡초-경포중-강릉고-강릉영동대
5,14,최정원,NC,내야수,6/24/2000,"176cm, 70kg",서원초-청주중-청주고-NC-상무
6,33,한석현,NC,외야수,5/17/1994,"181cm, 73kg",후암초-대천중-경남고-LG
7,55,한재승,NC,투수,11/21/2001,"180cm, 90kg",동막초-상인천중-인천고
8,35,한재환,NC,내야수,10/19/2001,"177cm, 89kg",기장대청초(기장리틀)-대신중-개성고
9,132,홍유원,NC,투수,5/17/2005,"188cm, 96kg",울산대현초-포항중-대구고
10,96,홍재문,NC,투수,7/9/2004,"183cm, 95kg",충북우암초-청주중-청주고-동의과학대
0,27,강진성,키움,내야수,10/19/1993,"176cm, 89kg",가동초-잠신중-경기고-NC-경찰-NC-두산-SSG
1,44,고영우,키움,내야수,6/21/2001,"173cm, 80kg",부산대연초(사상구리틀)-대동중-경남고-성균관대
2,71,권혁빈,키움,내야수,11/4/2005,"185cm, 75kg",칠성초-경상중-대구고
3,12,김건희,키움,포수,11/7/2004,"186cm, 96kg",대전신흥초-온양중-원주고
4,99,김동규,키움,투수,7/9/2004,"194cm, 100kg",서울청구초-영남중-성남고-LG
5,38,김동엽,키움,외야수,7/24/1990,"186cm, 101kg",천안남산초-천안북중-북일고-SK-삼성
6,47,김동헌,키움,포수,7/15/2004,"182cm, 91kg",영문초(영등포구리틀)-충암중-충암고
7,23,김병휘,키움,내야수,2/16/2001,"177cm, 79kg",효제초-홍은중-장충고
8,59,김서준,키움,투수,12/22/2006,"187cm, 83kg",(일산서구리틀)-원당중-충훈고
9,49,김선기,키움,투수,9/1/1991,"187cm, 98kg",석교초-세광중-세광고-상무-히어로즈
10,8,김성민,키움,투수,4/26/1994,"181cm, 90kg",대구옥산초-경복중-대구상원고-일본경제대-SK-히어로즈
11,68,김연주,키움,투수,2/27/2004,"175cm, 75kg",대전신흥초-충남중-세광고
12,10,김웅빈,키움,내야수,2/9/1996,"182cm, 97kg",서라벌초-울산제일중-울산공고-히어로즈-상무
13,19,김윤하,키움,투수,3/7/2005,"185cm, 90kg",와부초(남양주리틀)-덕수중-장충고
14,67,김인범,키움,투수,1/12/2000,"187cm, 91kg",하남동부초(하남시리틀)-전라중-전주고-키움-상무
15,32,김재현,키움,포수,3/18/1993,"178cm, 90kg",진북초-전라중-대전고-히어로즈-상무
16,69,김주훈,고양,투수,6/25/2003,"180cm, 80kg",울산대현초-부산신정중-용마고-동원과학기술대
17,65,김지성,고양,포수,5/27/2004,"174cm, 91kg",창영초-재능중-율곡고
18,1,김태진,키움,내야수,10/7/1995,"169cm, 73kg",수유초-신일중-신일고-NC-경찰-NC-KIA
19,22,로젠버그,키움,투수,7/9/1998,"186cm, 90kg",미국 California State(대)
0,45,박범준,키움,투수,5/28/2004,"183cm, 75kg",대전신흥초-한밭중-대전고
1,56,박성빈,키움,포수,4/21/2004,"177cm, 94kg",한밭초(계룡시리틀)-충남중-대전고
